"GOV","Level of government","TAX","Revenue category","YEA","Year","Value","Flag Codes","Flags"
"NES","Total","5121_L01_SLE","Excise on petroleum","2002","2002",28337,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2003","2003",36693,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2004","2004",41076,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2005","2005",42347,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2006","2006",58384,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2007","2007",41500,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2008","2008",55244,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2009","2009",82243,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2010","2010",123439,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2011","2011",35170,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2012","2012",76501,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2013","2013",200613,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2014","2014",217898.119,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2015","2015",193084,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2016","2016",163624,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2017","2017",407005,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2018","2018",347155,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2019","2019",567476,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2020","2020",520115,,
"NES","Total","5121_L01_SLE","Excise on petroleum","2021","2021",404573,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2001","2001",6012,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2002","2002",3791,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2003","2003",4502,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2004","2004",4722,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2005","2005",7643,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2006","2006",12639,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2007","2007",6077,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2008","2008",14273,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2009","2009",8465,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2010","2010",9568,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2011","2011",10712,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2012","2012",22175,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2013","2013",20593,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2014","2014",14186.386,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2015","2015",23361,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2016","2016",20031,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2017","2017",17035,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2018","2018",10877,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2019","2019",35354,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2020","2020",56409,,
"FED","Federal or Central government","5121_L02_SLE","Other excises","2021","2021",76715,,
"NES","Total","5121_L02_SLE","Other excises","2001","2001",6012,,
"NES","Total","5121_L02_SLE","Other excises","2002","2002",3791,,
"NES","Total","5121_L02_SLE","Other excises","2003","2003",4502,,
"NES","Total","5121_L02_SLE","Other excises","2004","2004",4722,,
"NES","Total","5121_L02_SLE","Other excises","2005","2005",7643,,
"NES","Total","5121_L02_SLE","Other excises","2006","2006",12639,,
"NES","Total","5121_L02_SLE","Other excises","2007","2007",6077,,
"NES","Total","5121_L02_SLE","Other excises","2008","2008",14273,,
"NES","Total","5121_L02_SLE","Other excises","2009","2009",8465,,
"NES","Total","5121_L02_SLE","Other excises","2010","2010",9568,,
"NES","Total","5121_L02_SLE","Other excises","2011","2011",10712,,
"NES","Total","5121_L02_SLE","Other excises","2012","2012",22175,,
"NES","Total","5121_L02_SLE","Other excises","2013","2013",20593,,
"NES","Total","5121_L02_SLE","Other excises","2014","2014",14186.386,,
